Caust.v2_000001	GO:0000166,GO:0000462,GO:0000469,GO:0000478,GO:0000479,GO:0001882,GO:0001883,GO:0003674,GO:0003676,GO:0003723,GO:0003824,GO:0003924,GO:0005488,GO:0005525,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017076,GO:0017111,GO:0019001,GO:0022613,GO:0030490,GO:0030515,GO:0030684,GO:0030688,GO:0031974,GO:0031981,GO:0032549,GO:0032550,GO:0032553,GO:0032555,GO:0032561,GO:0032991,GO:0034470,GO:0034511,GO:0034641,GO:0034660,GO:0035639,GO:0036094,GO:0042254,GO:0042274,GO:0043167,GO:0043168,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0044085,GO:0044237,GO:0044238,GO:0044422,GO:0044424,GO:0044428,GO:0044446,GO:0044464,GO:0046483,GO:0070013,GO:0071704,GO:0071840,GO:0090304,GO:0090305,GO:0090501,GO:0090502,GO:0097159,GO:0097367,GO:1901265,GO:1901360,GO:1901363,GO:1990904
Caust.v2_000002	-
Caust.v2_000003	GO:0000768,GO:0001558,GO:0002376,GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006417,GO:0006446,GO:0006629,GO:0006638,GO:0006639,GO:0006641,GO:0006949,GO:0006950,GO:0006952,GO:0006955,GO:0006959,GO:0006979,GO:0007275,GO:0007520,GO:0007525,GO:0007568,GO:0008150,GO:0008152,GO:0008190,GO:0008340,GO:0008361,GO:0009605,GO:0009607,GO:0009617,GO:0009653,GO:0009719,GO:0009725,GO:0009889,GO:0009890,GO:0009892,GO:0009987,GO:0009991,GO:0010033,GO:0010243,GO:0010259,GO:0010468,GO:0010556,GO:0010558,GO:0010605,GO:0010608,GO:0010629,GO:0014902,GO:0016043,GO:0017148,GO:0019222,GO:0019730,GO:0019731,GO:0030154,GO:0031323,GO:0031324,GO:0031326,GO:0031327,GO:0031369,GO:0031667,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0032535,GO:0032868,GO:0032869,GO:0032870,GO:0034248,GO:0034249,GO:0040008,GO:0042221,GO:0042594,GO:0042692,GO:0042742,GO:0043207,GO:0043434,GO:0044237,GO:0044238,GO:0044255,GO:0044424,GO:0044464,GO:0045792,GO:0045947,GO:0046486,GO:0048519,GO:0048523,GO:0048646,GO:0048856,GO:0048869,GO:0050789,GO:0050794,GO:0050803,GO:0050807,GO:0050896,GO:0051128,GO:0051146,GO:0051171,GO:0051172,GO:0051246,GO:0051248,GO:0051704,GO:0051707,GO:0051716,GO:0060255,GO:0061061,GO:0065007,GO:0065008,GO:0070129,GO:0070887,GO:0071310,GO:0071375,GO:0071417,GO:0071495,GO:0071704,GO:0071840,GO:0080090,GO:0090066,GO:0098542,GO:0099174,GO:1901652,GO:1901653,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:2000112,GO:2000113,GO:2000331
Caust.v2_000004	-
Caust.v2_000005	GO:0006996,GO:0007030,GO:0008150,GO:0009987,GO:0010256,GO:0016043,GO:0034389,GO:0071840
Caust.v2_000006	GO:0003674,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0006508,GO:0006511,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0010992,GO:0019538,GO:0019725,GO:0019941,GO:0030163,GO:0032182,GO:0042592,GO:0043130,GO:0043161,GO:0043170,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043632,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0065007,GO:0065008,GO:0071704,GO:1901564,GO:1901565,GO:1901575
Caust.v2_000007	GO:0001763,GO:0001894,GO:0001932,GO:0001933,GO:0002009,GO:0002165,GO:0002251,GO:0002376,GO:0002385,GO:0003002,GO:0003674,GO:0003824,GO:0004721,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006464,GO:0006470,GO:0006793,GO:0006796,GO:0006807,GO:0006955,GO:0007155,GO:0007275,GO:0007389,GO:0007424,GO:0007428,GO:0007444,GO:0007472,GO:0007474,GO:0007476,GO:0007552,GO:0007560,GO:0008138,GO:0008150,GO:0008152,GO:0009653,GO:0009791,GO:0009886,GO:0009887,GO:0009888,GO:0009892,GO:0009966,GO:0009968,GO:0009987,GO:0010563,GO:0010605,GO:0010646,GO:0010648,GO:0010669,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0019220,GO:0019222,GO:0019538,GO:0022610,GO:0023051,GO:0023057,GO:0031323,GO:0031324,GO:0031399,GO:0031400,GO:0032268,GO:0032269,GO:0032501,GO:0032502,GO:0035107,GO:0035114,GO:0035120,GO:0035152,GO:0035160,GO:0035220,GO:0035239,GO:0035295,GO:0036211,GO:0042127,GO:0042325,GO:0042326,GO:0042578,GO:0042592,GO:0043170,GO:0043408,GO:0043409,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044464,GO:0045936,GO:0048513,GO:0048519,GO:0048523,GO:0048563,GO:0048569,GO:0048583,GO:0048585,GO:0048707,GO:0048729,GO:0048731,GO:0048736,GO:0048737,GO:0048754,GO:0048856,GO:0048871,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051172,GO:0051174,GO:0051246,GO:0051248,GO:0060249,GO:0060255,GO:0060429,GO:0060446,GO:0060541,GO:0060562,GO:0061138,GO:0065007,GO:0065008,GO:0071704,GO:0080090,GO:0098609,GO:0140096,GO:1901564,GO:1902531,GO:1902532
Caust.v2_000009	GO:0003674,GO:0003824,GO:0005215,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0008150,GO:0015399,GO:0015405,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0022804,GO:0022857,GO:0031224,GO:0042623,GO:0042626,GO:0043492,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071944
Caust.v2_000010	GO:0003674,GO:0003824,GO:0005215,GO:0005319,GO:0005575,GO:0005623,GO:0005886,GO:0006810,GO:0006869,GO:0008150,GO:0010876,GO:0015248,GO:0015318,GO:0015399,GO:0015405,GO:0015850,GO:0015918,GO:0016020,GO:0016021,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0017127,GO:0022804,GO:0022857,GO:0030301,GO:0031224,GO:0033036,GO:0034040,GO:0034041,GO:0042623,GO:0042626,GO:0043492,GO:0044425,GO:0044464,GO:0051179,GO:0051234,GO:0055085,GO:0071702,GO:0071944,GO:1901618
Caust.v2_000011	GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005739,GO:0005759,GO:0006091,GO:0008150,GO:0008152,GO:0008260,GO:0008410,GO:0009056,GO:0009987,GO:0016740,GO:0016782,GO:0017144,GO:0031974,GO:0042737,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043233,GO:0044237,GO:0044248,GO:0044281,GO:0044282,GO:0044422,GO:0044424,GO:0044429,GO:0044444,GO:0044446,GO:0044464,GO:0046950,GO:0046952,GO:0070013,GO:0071704,GO:1901568,GO:1901569,GO:1901575,GO:1902224
